old	new
RP11-44I10.3	RP11-44I10.3
RPS2P44	RPS2P44
CTC-527H23.1	CTC-527H23.1
CTC-527H23.2	CTC-527H23.2
RP11-42I10.1	RP11-42I10.1
CTC-527H23.3	CTC-527H23.3
CTC-527H23.4	CTC-527H23.4
KLF8P1	KLF8P1
RNU6-257P	RNU6-257P
RP11-42I10.3	RP11-42I10.3
MTND4LP25	MTND4LP25
RP11-22D3.1	RP11-22D3.1
RP11-22D3.2	RP11-22D3.2
CBLN1	CBLN1
RP11-491F9.1	RP11-491F9.1
RP11-491F9.8	RP11-491F9.8
RP11-491F9.2	RP11-491F9.2
RP11-491F9.6	RP11-491F9.6
RP11-491F9.5	RP11-491F9.5
RP11-491F9.3	RP11-491F9.3
C16orf78	C16orf78
RP11-189E14.5	RP11-189E14.5
RP11-189E14.3	RP11-189E14.3
RP11-189E14.4	RP11-189E14.4
ZNF423	ZNF423
ADAM3B	ADAM3B
MRPS21P7	MRPS21P7
CTD-2595P9.2	CTD-2595P9.2
MRPS21P8	MRPS21P8
CTD-2595P9.4	CTD-2595P9.4
RP11-305A4.2	RP11-305A4.2
RP11-305A4.3	RP11-305A4.3
RPL34P29	RPL34P29
RP11-305A4.5	RP11-305A4.5
CNEP1R1	CNEP1R1
RP11-429P3.3	RP11-429P3.3
RP11-429P3.2	RP11-429P3.2
ACTG1P16	ACTG1P16
HEATR3	HEATR3
RP11-429P3.8	RP11-429P3.8
RNY4P3	RNY4P3
RP11-429P3.5	RP11-429P3.5
RPL10P14	RPL10P14
PAPD5	PAPD5
ADCY7	ADCY7
MIR6771	MIR6771
BRD7	BRD7
RP11-21B23.1	RP11-21B23.1
RP11-21B23.2	RP11-21B23.2
RP11-21B23.3	RP11-21B23.3
NKD1	NKD1
RP11-401P9.1	RP11-401P9.1
RP11-401P9.7	RP11-401P9.7
RP11-401P9.6	RP11-401P9.6
RP11-401P9.5	RP11-401P9.5
SNX20	SNX20
NOD2	NOD2
RP11-327F22.6	RP11-327F22.6
RP11-327F22.1	RP11-327F22.1
CYLD	CYLD
MIR3181	MIR3181
RP11-327F22.4	RP11-327F22.4
RP11-327F22.5	RP11-327F22.5
CTD-2034I21.1	CTD-2034I21.1
RNA5SP426	RNA5SP426
CTD-2034I21.2	CTD-2034I21.2
RP11-883G14.1	RP11-883G14.1
RP11-883G14.2	RP11-883G14.2
RP11-883G14.3	RP11-883G14.3
RP11-883G14.4	RP11-883G14.4
SOD1P2	SOD1P2
SALL1	SALL1
AC009166.5	AC009166.5
AC009166.7	AC009166.7
AC137527.2	AC137527.2
UNGP1	UNGP1
RP11-437L7.1	RP11-437L7.1
HNRNPA1P48	HNRNPA1P48
RN7SKP142	RN7SKP142
LINC01571	LINC01571
C16orf97	C16orf97
RP11-152O14.4	RP11-152O14.4
RP11-152O14.3	RP11-152O14.3
LINC00919	LINC00919
RP11-152O14.1	RP11-152O14.1
RP11-142G1.3	RP11-142G1.3
RP11-142G1.1	RP11-142G1.1
CASC22	CASC22
RP11-132F7.2	RP11-132F7.2
TOX3	TOX3
CASC16	CASC16
RP11-297L17.2	RP11-297L17.2
RP11-297L17.3	RP11-297L17.3
RP11-297L17.4	RP11-297L17.4
RP11-297L17.6	RP11-297L17.6
PHBP21	PHBP21
RP11-467J12.2	RP11-467J12.2
RP11-467J12.3	RP11-467J12.3
RP11-467J12.4	RP11-467J12.4
CHD9	CHD9
RP11-295M3.2	RP11-295M3.2
AC007906.1	AC007906.1
RP11-454F8.3	RP11-454F8.3
RP11-454F8.2	RP11-454F8.2
RP11-454F8.4	RP11-454F8.4
RNA5SP427	RNA5SP427
RP11-44F14.4	RP11-44F14.4
RP11-44F14.1	RP11-44F14.1
RP11-44F14.2	RP11-44F14.2
RP11-44F14.8	RP11-44F14.8
RP11-44F14.9	RP11-44F14.9
RP11-44F14.10	RP11-44F14.10
RBL2	RBL2
RNU6-1153P	RNU6-1153P
RP11-44F14.5	RP11-44F14.5
RP11-44F14.7	RP11-44F14.7
RP11-44F14.6	RP11-44F14.6
AKTIP	AKTIP
RPGRIP1L	RPGRIP1L
RP11-36I17.2	RP11-36I17.2
FTO	FTO
RP11-357N13.3	RP11-357N13.3
RP11-357N13.6	RP11-357N13.6
RP11-357N13.2	RP11-357N13.2
RP11-357N13.1	RP11-357N13.1
AC007347.1	AC007347.1
RP11-324D17.2	RP11-324D17.2
RP11-324D17.1	RP11-324D17.1
IRX3	IRX3
RP11-434E6.5	RP11-434E6.5
RP11-434E6.4	RP11-434E6.4
RP11-434E6.2	RP11-434E6.2
CTD-2302M15.1	CTD-2302M15.1
AC007491.1	AC007491.1
CRNDE	CRNDE
IRX5	IRX5
CTD-3032H12.2	CTD-3032H12.2
CTD-3032H12.1	CTD-3032H12.1
MTND5P34	MTND5P34
RP11-26L20.3	RP11-26L20.3
RN7SL841P	RN7SL841P
RP11-26L20.5	RP11-26L20.5
IRX6	IRX6
RP11-26L20.4	RP11-26L20.4
RPL31P56	RPL31P56
MMP2	MMP2
RP11-212I21.5	RP11-212I21.5
RP11-212I21.2	RP11-212I21.2
RP11-212I21.3	RP11-212I21.3
LPCAT2	LPCAT2
RP11-212I21.4	RP11-212I21.4
CAPNS2	CAPNS2
SLC6A2	SLC6A2
RP11-481F24.3	RP11-481F24.3
CES1P2	CES1P2
CES1P1	CES1P1
CES1	CES1
CES5A	CES5A
RP11-461O7.1	RP11-461O7.1
RP11-461O7.2	RP11-461O7.2
RP11-355E10.1	RP11-355E10.1
CTD-2050B12.1	CTD-2050B12.1
GNAO1	GNAO1
DKFZP434H168	DKFZP434H168
MIR3935	MIR3935
RP11-441F2.2	RP11-441F2.2
RP11-441F2.4	RP11-441F2.4
RP11-441F2.5	RP11-441F2.5
AMFR	AMFR
RP11-413H22.2	RP11-413H22.2
NUDT21	NUDT21
OGFOD1	OGFOD1
RP11-413H22.3	RP11-413H22.3
BBS2	BBS2
MT4	MT4
MT3	MT3
MT2A	MT2A
RP11-249C24.10	RP11-249C24.10
MT1L	MT1L
MT1E	MT1E
MT1M	MT1M
MT1JP	MT1JP
MT1A	MT1A
MT1DP	MT1DP
MT1CP	MT1CP
RP11-249C24.11	RP11-249C24.11
MT1B	MT1B
MT1F	MT1F
MT1G	MT1G
MT1H	MT1H
RP11-249C24.12	RP11-249C24.12
MT1X	MT1X
RP11-343H19.2	RP11-343H19.2
DPPA2P4	DPPA2P4
RP11-343H19.1	RP11-343H19.1
NUP93	NUP93
MIR138-2	MIR138-2
SLC12A3	SLC12A3
MIR6863	MIR6863
RPS24P17	RPS24P17
HERPUD1	HERPUD1
RP11-325K4.3	RP11-325K4.3
RP11-325K4.2	RP11-325K4.2
CETP	CETP
NLRC5	NLRC5
RP11-322D14.1	RP11-322D14.1
RP11-322D14.2	RP11-322D14.2
RP11-407G23.1	RP11-407G23.1
CPNE2	CPNE2
RP11-407G23.2	RP11-407G23.2
RP11-407G23.5	RP11-407G23.5
FAM192A	FAM192A
RSPRY1	RSPRY1
ARL2BP	ARL2BP
RP11-407G23.7	RP11-407G23.7
RP11-407G23.4	RP11-407G23.4
PLLP	PLLP
RPL23AP91	RPL23AP91
CTC-661I16.2	CTC-661I16.2
CCL22	CCL22
CX3CL1	CX3CL1
CCL17	CCL17
CIAPIN1	CIAPIN1
COQ9	COQ9
AC009052.12	AC009052.12
POLR2C	POLR2C
DOK4	DOK4
CCDC102A	CCDC102A
ADGRG5	ADGRG5
HMGB3P32	HMGB3P32
ADGRG1	ADGRG1
RP11-405F3.5	RP11-405F3.5
ADGRG3	ADGRG3
RP11-405F3.4	RP11-405F3.4
DRC7	DRC7
RP11-405F3.2	RP11-405F3.2
KATNB1	KATNB1
KIFC3	KIFC3
CTD-2600O9.2	CTD-2600O9.2
MIR6772	MIR6772
CTD-2600O9.1	CTD-2600O9.1
RNU6-20P	RNU6-20P
CNGB1	CNGB1
TEPP	TEPP
ZNF319	ZNF319
USB1	USB1
MMP15	MMP15
RP11-332G1.1	RP11-332G1.1
CFAP20	CFAP20
CTB-134F13.1	CTB-134F13.1
RP11-459F6.3	RP11-459F6.3
CSNK2A2	CSNK2A2
RP11-459F6.1	RP11-459F6.1
RN7SL645P	RN7SL645P
CCDC113	CCDC113
PRSS54	PRSS54
GINS3	GINS3
RNU6-269P	RNU6-269P
RP11-481J2.1	RP11-481J2.1
RNU6-1110P	RNU6-1110P
RP11-481J2.3	RP11-481J2.3
RP11-481J2.2	RP11-481J2.2
NDRG4	NDRG4
RNU6-103P	RNU6-103P
SETD6	SETD6
CNOT1	CNOT1
RP11-481J2.4	RP11-481J2.4
AC010287.1	AC010287.1
SNORA50A	SNORA50A
CTA-331F8.1	CTA-331F8.1
SLC38A7	SLC38A7
RP11-451N19.3	RP11-451N19.3
GOT2	GOT2
RP11-410D17.2	RP11-410D17.2
RNU6-1155P	RNU6-1155P
RN7SL143P	RN7SL143P
GEMIN8P2	GEMIN8P2
RPL12P36	RPL12P36
RP11-700H13.1	RP11-700H13.1
RPS27P27	RPS27P27
RP11-102D18.1	RP11-102D18.1
RNU4-58P	RNU4-58P
DUXAP11	DUXAP11
APOOP5	APOOP5
RP11-430C1.1	RP11-430C1.1
RP11-430C1.2	RP11-430C1.2
RP11-457D20.1	RP11-457D20.1
RP11-457D20.2	RP11-457D20.2
RP11-354I13.2	RP11-354I13.2
RP11-354I13.1	RP11-354I13.1
GNPATP	GNPATP
RP11-90K18.1	RP11-90K18.1
RP11-51O6.1	RP11-51O6.1
CDH8	CDH8
RP11-109D24.1	RP11-109D24.1
RN7SKP76	RN7SKP76
CTC-420A11.2	CTC-420A11.2
RNU6-21P	RNU6-21P
RP11-75D3.1	RP11-75D3.1
AC009161.1	AC009161.1
AC009110.1	AC009110.1
RP11-50O21.1	RP11-50O21.1
RP11-96H17.1	RP11-96H17.1
RP11-96H17.3	RP11-96H17.3
UBE2FP2	UBE2FP2
RP11-368L12.1	RP11-368L12.1
RPS15AP34	RPS15AP34
RP11-2K6.2	RP11-2K6.2
RP11-2K6.1	RP11-2K6.1
RP11-370P15.1	RP11-370P15.1
RP11-370P15.2	RP11-370P15.2
RP11-21L1.1	RP11-21L1.1
RP11-744D14.2	RP11-744D14.2
AC012322.1	AC012322.1
RP11-744D14.1	RP11-744D14.1
RP11-467L24.1	RP11-467L24.1
RP11-439I14.2	RP11-439I14.2
RP11-439I14.1	RP11-439I14.1
RP11-439I14.3	RP11-439I14.3
CDH11	CDH11
RP11-229O3.1	RP11-229O3.1
RP11-95H3.1	RP11-95H3.1
RP11-256I9.2	RP11-256I9.2
RP11-256I9.3	RP11-256I9.3
LINC00922	LINC00922
RP11-351A20.1	RP11-351A20.1
RP11-351A20.2	RP11-351A20.2
RP11-513N24.1	RP11-513N24.1
RP11-356O24.1	RP11-356O24.1
RNA5SP428	RNA5SP428
CDH5	CDH5
LINC00920	LINC00920
BEAN1	BEAN1
CTD-2258A20.3	CTD-2258A20.3
BEAN1-AS1	BEAN1-AS1
RP11-403P17.5	RP11-403P17.5
TK2	TK2
RP11-403P17.3	RP11-403P17.3
RP11-403P17.4	RP11-403P17.4
CKLF	CKLF
CKLF-CMTM1	CKLF-CMTM1
RP11-403P17.6	RP11-403P17.6
CMTM1	CMTM1
CMTM2	CMTM2
RP11-403P17.2	RP11-403P17.2
CMTM3	CMTM3
CMTM4	CMTM4
DYNC1LI2	DYNC1LI2
RP11-63M22.2	RP11-63M22.2
RP11-63M22.1	RP11-63M22.1
RP11-61A14.4	RP11-61A14.4
TERB1	TERB1
NAE1	NAE1
RP11-61A14.1	RP11-61A14.1
CA7	CA7
PDP2	PDP2
CDH16	CDH16
RRAD	RRAD
FAM96B	FAM96B
CES2	CES2
RP11-361L15.4	RP11-361L15.4
RP11-361L15.3	RP11-361L15.3
CES3	CES3
CES4A	CES4A
RP11-361L15.5	RP11-361L15.5
RN7SL543P	RN7SL543P
CBFB	CBFB
C16orf70	C16orf70
B3GNT9	B3GNT9
TRADD	TRADD
FBXL8	FBXL8
RP11-5A19.5	RP11-5A19.5
HSF4	HSF4
NOL3	NOL3
KIAA0895L	KIAA0895L
EXOC3L1	EXOC3L1
E2F4	E2F4
ELMO3	ELMO3
MIR328	MIR328
CTC-277H1.6	CTC-277H1.6
LRRC29	LRRC29
TMEM208	TMEM208
FHOD1	FHOD1
SLC9A5	SLC9A5
CTC-277H1.7	CTC-277H1.7
PLEKHG4	PLEKHG4
KCTD19	KCTD19
RN7SKP118	RN7SKP118
LRRC36	LRRC36
TPPP3	TPPP3
RNU1-123P	RNU1-123P
ZDHHC1	ZDHHC1
HSD11B2	HSD11B2
RP11-297D21.2	RP11-297D21.2
ATP6V0D1	ATP6V0D1
RP11-297D21.4	RP11-297D21.4
AGRP	AGRP
CTD-2012K14.8	CTD-2012K14.8
FAM65A	RIPOR1
AC027682.1	AC027682.1
CTD-2012K14.2	CTD-2012K14.2
CTD-2012K14.3	CTD-2012K14.3
CTD-2012K14.4	CTD-2012K14.4
CTD-2012K14.6	CTD-2012K14.6
CTD-2012K14.5	CTD-2012K14.5
CTD-2012K14.7	CTD-2012K14.7
CTCF	CTCF
AC009095.4	AC009095.4
CARMIL2	CARMIL2
ACD	ACD
PARD6A	PARD6A
ENKD1	ENKD1
C16orf86	C16orf86
GFOD2	GFOD2
RANBP10	RANBP10
RP11-167P11.2	RP11-167P11.2
TSNAXIP1	TSNAXIP1
CENPT	CENPT
THAP11	THAP11
NUTF2	NUTF2
CTC-479C5.11	CTC-479C5.11
EDC4	EDC4
CTC-479C5.10	CTC-479C5.10
NRN1L	NRN1L
PSKH1	PSKH1
CTRL	CTRL
CTC-479C5.12	CTC-479C5.12
PSMB10	PSMB10
LCAT	LCAT
SLC12A4	SLC12A4
DPEP3	DPEP3
DPEP2	DPEP2
DUS2	DUS2
KARSP3	KARSP3
CTC-479C5.6	CTC-479C5.6
RNU6-359P	RNU6-359P
DDX28	DDX28
RP11-67A1.2	RP11-67A1.2
NFATC3	NFATC3
RP11-96D1.9	RP11-96D1.9
RP11-67A1.4	RP11-67A1.4
RPS12P27	RPS12P27
RP11-96D1.5	RP11-96D1.5
RP11-96D1.10	RP11-96D1.10
RP11-96D1.11	RP11-96D1.11
ESRP2	ESRP2
RP11-96D1.6	RP11-96D1.6
PLA2G15	PLA2G15
RP11-96D1.7	RP11-96D1.7
SLC7A6	SLC7A6
RNU6-1262P	RNU6-1262P
SLC7A6OS	SLC7A6OS
RP11-96D1.8	RP11-96D1.8
PRMT7	PRMT7
RP11-96D1.3	RP11-96D1.3
RNU4-30P	RNU4-30P
SMPD3	SMPD3
RP11-71L14.3	RP11-71L14.3
RP11-71L14.4	RP11-71L14.4
RPL35AP33	RPL35AP33
ZFP90	ZFP90
RNU4-36P	RNU4-36P
RP11-615I2.1	RP11-615I2.1
RP11-615I2.6	RP11-615I2.6
CDH3	CDH3
RP11-615I2.2	RP11-615I2.2
RP11-615I2.3	RP11-615I2.3
HSPE1P5	HSPE1P5
CDH1	CDH1
RNA5SP429	RNA5SP429
RP11-354M1.2	RP11-354M1.2
FTLP14	FTLP14
TANGO6	TANGO6
RP11-521L9.1	RP11-521L9.1
RP11-521L9.2	RP11-521L9.2
RNU6-898P	RNU6-898P
RP11-123C5.5	RP11-123C5.5
RPS2P45	RPS2P45
HAS3	HAS3
CHTF8	CHTF8
UTP4	UTP4
RNU6-22P	RNU6-22P
SNTB2	SNTB2
RP11-70O5.2	RP11-70O5.2
RP11-343C2.11	RP11-343C2.11
VPS4A	VPS4A
COG8	COG8
PDF	PDF
RP11-343C2.9	RP11-343C2.9
RP11-343C2.7	RP11-343C2.7
NIP7	NIP7
TMED6	TMED6
TERF2	TERF2
CYB5B	CYB5B
RP11-343C2.10	RP11-343C2.10
RP11-140H17.1	RP11-140H17.1
NFAT5	NFAT5
MIR1538	MIR1538
RP11-140H17.2	RP11-140H17.2
RP11-311C24.1	RP11-311C24.1
NQO1	NQO1
CTD-2033A16.1	CTD-2033A16.1
CTD-2033A16.3	CTD-2033A16.3
NOB1	NOB1
CTD-2033A16.2	CTD-2033A16.2
WWP2	WWP2
MIR140	MIR140
CLEC18A	CLEC18A
RP11-419C5.3	RP11-419C5.3
PDXDC2P	PDXDC2P
RP11-419C5.2	RP11-419C5.2
MIR1972-2	MIR1972-2
AC009022.1	AC009022.1
RP11-106J23.1	RP11-106J23.1
PDPR	PDPR
RP11-296I10.3	RP11-296I10.3
CLEC18C	CLEC18C
RP11-296I10.5	RP11-296I10.5
AC009060.1	AC009060.1
SMG1P7	SMG1P7
AC009060.2	AC009060.2
EXOSC6	EXOSC6
AARS	AARS
RN7SL279P	RN7SL279P
DDX19B	DDX19B
RP11-529K1.3	RP11-529K1.3
RP11-529K1.2	RP11-529K1.2
DDX19A	DDX19A
ST3GAL2	ST3GAL2
RP11-529K1.4	RP11-529K1.4
RPS27P26	RPS27P26
RNU6-23P	RNU6-23P
FUK	FUK
COG4	COG4
SF3B3	SF3B3
SNORD111B	SNORD111B
SNORD111	SNORD111
IL34	IL34
MTSS1L	MTSS1L
RP11-394B2.1	RP11-394B2.1
VAC14	VAC14
RP11-394B2.5	RP11-394B2.5
RP11-394B2.6	RP11-394B2.6
VAC14-AS1	VAC14-AS1
RP11-394B2.7	RP11-394B2.7
RP11-394B2.3	RP11-394B2.3
RP11-424M24.3	RP11-424M24.3
RP11-424M24.5	RP11-424M24.5
HYDIN	HYDIN
RNU6ATAC25P	RNU6ATAC25P
RP11-23E19.1	RP11-23E19.1
RP11-23E19.2	RP11-23E19.2
CMTR2	CMTR2
CTD-2520I13.1	CTD-2520I13.1
CALB2	CALB2
RP11-510M2.1	RP11-510M2.1
RP11-510M2.7	RP11-510M2.7
RP11-510M2.4	RP11-510M2.4
RP11-510M2.8	RP11-510M2.8
ZNF23	ZNF23
AC010547.9	AC010547.9
RP11-510M2.2	RP11-510M2.2
ZNF19	ZNF19
RP11-510M2.6	RP11-510M2.6
CHST4	CHST4
RP11-510M2.5	RP11-510M2.5
RNU6-1061P	RNU6-1061P
TAT	TAT
TAT-AS1	TAT-AS1
RP11-432I5.2	RP11-432I5.2
MARVELD3	MARVELD3
PHLPP2	PHLPP2
RP11-432I5.6	RP11-432I5.6
RNU6-208P	RNU6-208P
SNORA70D	SNORA70D
RP11-432I5.8	RP11-432I5.8
RP11-432I5.4	RP11-432I5.4
AP1G1	AP1G1
SNORD71	SNORD71
RP11-417N10.5	RP11-417N10.5
RP11-417N10.3	RP11-417N10.3
ATXN1L	ATXN1L
IST1	IST1
RP11-417N10.4	RP11-417N10.4
ZNF821	ZNF821
RP11-498D10.3	RP11-498D10.3
PKD1L3	PKD1L3
RPL39P31	RPL39P31
RP11-498D10.8	RP11-498D10.8
ATP5A1P3	ATP5F1AP3
DHODH	DHODH
TXNL4B	TXNL4B
HP	HP
HPR	HPR
RP11-384M15.3	RP11-384M15.3
DHX38	DHX38
PMFBP1	PMFBP1
RP11-328J14.1	RP11-328J14.1
RP11-328J14.2	RP11-328J14.2
LINC01572	LINC01572
AC004158.3	AC004158.3
AC004158.1	AC004158.1
RP5-991G20.1	RP5-991G20.1
RNU7-90P	RNU7-90P
KRT18P18	KRT18P18
RP5-991G20.6	RP5-991G20.6
ZFHX3	ZFHX3
RP5-991G20.2	RP5-991G20.2
RNU7-71P	RNU7-71P
CTD-2326C4.1	CTD-2326C4.1
AC002044.3	AC002044.3
AC002044.4	AC002044.4
AC002044.1	AC002044.1
RP11-346C20.4	RP11-346C20.4
RP11-346C20.3	RP11-346C20.3
HCCAT5	HCCAT5
C16orf47	C16orf47
AC140912.1	AC140912.1
RP11-140I24.2	RP11-140I24.2
LINC01568	LINC01568
RP11-44L9.1	RP11-44L9.1
RP11-44L9.2	RP11-44L9.2
RP11-44L9.3	RP11-44L9.3
CTD-2009A10.1	CTD-2009A10.1
RP11-53L24.2	RP11-53L24.2
RP11-53L24.1	RP11-53L24.1
RP11-42H13.1	RP11-42H13.1
AC009120.4	AC009120.4
AC009120.9	AC009120.9
AC009120.8	AC009120.8
AC009120.10	AC009120.10
AC009120.11	AC009120.11
PSMD7	PSMD7
AC009120.6	AC009120.6
AC009120.3	AC009120.3
AC009120.5	AC009120.5
RP11-252A24.2	RP11-252A24.2
RP11-252A24.3	RP11-252A24.3
NPIPB15	NPIPB15
RP11-252A24.8	RP11-252A24.8
CLEC18B	CLEC18B
RP11-252A24.5	RP11-252A24.5
GLG1	GLG1
RNU6-237P	RNU6-237P
RP11-572F4.1	RP11-572F4.1
HSPE1P7	HSPE1P7
RFWD3	RFWD3
TMPOP2	TMPOP2
MLKL	MLKL
FA2H	FA2H
RP11-787D11.1	RP11-787D11.1
WDR59	WDR59
ZNRF1	ZNRF1
RP11-252E2.1	RP11-252E2.1
LDHD	LDHD
RP11-252E2.2	RP11-252E2.2
ZFP1	ZFP1
RP11-331F4.1	RP11-331F4.1
CTRB2	CTRB2
CTRB1	CTRB1
RP11-331F4.4	RP11-331F4.4
BCAR1	BCAR1
RP11-331F4.5	RP11-331F4.5
RNU6-758P	RNU6-758P
CFDP1	CFDP1
RP11-252K23.1	RP11-252K23.1
RP11-252K23.2	RP11-252K23.2
RP11-77K12.1	RP11-77K12.1
RP11-77K12.9	RP11-77K12.9
TMEM170A	TMEM170A
RP11-77K12.3	RP11-77K12.3
CHST6	CHST6
RP11-77K12.4	RP11-77K12.4
RP11-77K12.10	RP11-77K12.10
RP11-77K12.5	RP11-77K12.5
RP11-77K12.7	RP11-77K12.7
CHST5	CHST5
TMEM231	TMEM231
RP11-77K12.8	RP11-77K12.8
RP11-490B18.5	RP11-490B18.5
GABARAPL2	GABARAPL2
RP11-490B18.6	RP11-490B18.6
ADAT1	ADAT1
KARS	KARS
TERF2IP	TERF2IP
DUXB	DUXB
RN7SL520P	RN7SL520P
ATP5F1P7	ATP5PBP7
RP11-2C15.1	RP11-2C15.1
RNA5SP430	RNA5SP430
RP11-293N14.1	RP11-293N14.1
RP11-150D5.2	RP11-150D5.2
RPL18P13	RPL18P13
CNTNAP4	CNTNAP4
RN7SKP233	RN7SKP233
SNORD33	SNORD33
RP11-58C22.1	RP11-58C22.1
RP11-58C22.2	RP11-58C22.2
RP11-96P7.1	RP11-96P7.1
CTD-2336H13.2	CTD-2336H13.2
MIR4719	MIR4719
CTD-2336H13.1	CTD-2336H13.1
CTD-2300H10.2	CTD-2300H10.2
MON1B	MON1B
SYCE1L	SYCE1L
RP11-538I12.2	RP11-538I12.2
VN2R10P	VN2R10P
RP11-538I12.3	RP11-538I12.3
ADAMTS18	ADAMTS18
RP11-449J10.1	RP11-449J10.1
RP11-571O6.1	RP11-571O6.1
RP11-571O6.2	RP11-571O6.2
NUDT7	NUDT7
RP11-264M12.2	RP11-264M12.2
VAT1L	VAT1L
RP11-264M12.4	RP11-264M12.4
RP11-281J9.1	RP11-281J9.1
RP11-281J9.2	RP11-281J9.2
CLEC3A	CLEC3A
KRT8P22	KRT8P22
RP11-358L22.2	RP11-358L22.2
WWOX	WWOX
RP11-358L22.3	RP11-358L22.3
RP11-190D6.1	RP11-190D6.1
RP11-190D6.2	RP11-190D6.2
LSM3P5	LSM3P5
RP11-264L1.4	RP11-264L1.4
RP11-264L1.1	RP11-264L1.1
RP11-264L1.3	RP11-264L1.3
RP11-264L1.2	RP11-264L1.2
RPS3P7	RPS3P7
RP11-133M8.3	RP11-133M8.3
RP11-319G9.1	RP11-319G9.1
RP11-319G9.3	RP11-319G9.3
RP11-319G9.4	RP11-319G9.4
RP11-319G9.5	RP11-319G9.5
RP11-556H2.1	RP11-556H2.1
RP11-556H2.4	RP11-556H2.4
RP11-556H2.3	RP11-556H2.3
RP11-556H2.2	RP11-556H2.2
RP11-679B19.1	RP11-679B19.1
RP11-679B19.2	RP11-679B19.2
RNA5SP431	RNA5SP431
RP11-467I17.1	RP11-467I17.1
MAF	MAF
RP11-70D24.3	RP11-70D24.3
RP11-70D24.2	RP11-70D24.2
RP11-70D24.4	RP11-70D24.4
RP11-70D24.1	RP11-70D24.1
LINC01229	LINC01229
MAFTRR	MAFTRR
LINC01228	LINC01228
RP11-148M9.1	RP11-148M9.1
RP11-525K10.1	RP11-525K10.1
RP11-525K10.3	RP11-525K10.3
RP11-525K10.2	RP11-525K10.2
DYNLRB2	DYNLRB2
RP11-109P11.1	RP11-109P11.1
LINC01227	LINC01227
CDYL2	CDYL2
RP11-18F14.4	RP11-18F14.4
CTD-2055G21.1	CTD-2055G21.1
PRCAT47	LINC02170
CMC2	CMC2
RP11-303E16.9	RP11-303E16.9
CENPN	CENPN
RP11-303E16.3	RP11-303E16.3
RP11-303E16.2	RP11-303E16.2
ATMIN	ATMIN
C16orf46	C16orf46
RP11-303E16.8	RP11-303E16.8
RP11-303E16.5	RP11-303E16.5
RP11-303E16.6	RP11-303E16.6
RP11-303E16.7	RP11-303E16.7
GCSH	GCSH
PKD1L2	PKD1L2
RNU6-1191P	RNU6-1191P
AC092718.1	AC092718.1
BCO1	BCO1
RP11-626G3.1	RP11-626G3.1
RP11-55K13.1	RP11-55K13.1
GAN	GAN
RP11-391L3.1	RP11-391L3.1
CMIP	CMIP
RP11-391L3.4	RP11-391L3.4
RP11-391L3.5	RP11-391L3.5
RP11-391L3.3	RP11-391L3.3
MIR7854	MIR7854
MIR6504	MIR6504
RP11-274A11.5	RP11-274A11.5
RP11-274A11.3	RP11-274A11.3
RP11-274A11.4	RP11-274A11.4
RP11-960L18.1	RP11-960L18.1
PLCG2	PLCG2
RN7SKP176	RN7SKP176
RP11-510J16.6	RP11-510J16.6
SDR42E1	SDR42E1
HSD17B2	HSD17B2
RP11-510J16.5	RP11-510J16.5
MTCYBP28	MTCYBP28
MPHOSPH6	MPHOSPH6
CTD-2588J6.2	CTD-2588J6.2
RN7SKP190	RN7SKP190
RP11-481E4.1	RP11-481E4.1
RP11-481E4.2	RP11-481E4.2
RP11-2L4.1	RP11-2L4.1
CDH13	CDH13
MIR8058	MIR8058
RP11-22H5.1	RP11-22H5.1
RP11-22H5.2	RP11-22H5.2
RN7SL134P	RN7SL134P
CTD-3253I12.1	CTD-3253I12.1
RP11-543N12.1	RP11-543N12.1
MIR3182	MIR3182
RP11-298D21.3	RP11-298D21.3
RP11-298D21.1	RP11-298D21.1
RP11-298D21.2	RP11-298D21.2
RP11-483P21.2	RP11-483P21.2
HSBP1	HSBP1
MLYCD	MLYCD
RP11-505K9.4	RP11-505K9.4
RP11-483P21.6	RP11-483P21.6
OSGIN1	OSGIN1
NECAB2	NECAB2
SLC38A8	SLC38A8
RNA5SP432	RNA5SP432
MBTPS1	MBTPS1
RP11-505K9.5	RP11-505K9.5
RP11-505K9.1	RP11-505K9.1
RP11-505K9.3	RP11-505K9.3
HSDL1	HSDL1
DNAAF1	DNAAF1
TAF1C	TAF1C
ADAD2	ADAD2
RP11-486L19.2	RP11-486L19.2
KCNG4	KCNG4
RP11-558A11.1	RP11-558A11.1
RNA5SP433	RNA5SP433
WFDC1	WFDC1
RP11-558A11.2	RP11-558A11.2
RP11-558A11.3	RP11-558A11.3
ATP2C2	ATP2C2
RP11-517C16.2	RP11-517C16.2
TLDC1	TLDC1
RP11-517C16.4	RP11-517C16.4
COTL1	COTL1
RP11-61F12.1	RP11-61F12.1
KLHL36	KLHL36
USP10	USP10
CRISPLD2	CRISPLD2
RP11-254F19.2	RP11-254F19.2
RP11-254F19.4	RP11-254F19.4
RP11-254F19.3	RP11-254F19.3
ZDHHC7	ZDHHC7
KIAA0513	KIAA0513
FAM92B	FAM92B
RP11-442O1.4	RP11-442O1.4
RP11-442O1.3	RP11-442O1.3
GSE1	GSE1
COX6CP16	COX6CP16
LINC00311	LINC00311
MIR5093	MIR5093
LA16c-352F7.1	LA16c-352F7.1
RP11-118F19.1	RP11-118F19.1
