old	new
CTD-2542L18.1	CTD-2542L18.1
RN7SL381P	RN7SL381P
GINS2	GINS2
C16orf74	C16orf74
RP11-568J23.8	RP11-568J23.8
MIR1910	MIR1910
RP11-568J23.4	RP11-568J23.4
EMC8	EMC8
RNU1-103P	RNU1-103P
RP11-568J23.5	RP11-568J23.5
RP11-568J23.6	RP11-568J23.6
COX4I1	COX4I1
RP11-568J23.7	RP11-568J23.7
RP11-568J23.1	RP11-568J23.1
RP11-568J23.2	RP11-568J23.2
IRF8	IRF8
MIR6774	MIR6774
RP11-542M13.3	RP11-542M13.3
RP11-542M13.2	RP11-542M13.2
RP11-542M13.1	RP11-542M13.1
RP11-805I24.1	RP11-805I24.1
RP11-805I24.4	RP11-805I24.4
RP11-805I24.3	RP11-805I24.3
LINC01082	LINC01082
RP11-514D23.3	RP11-514D23.3
RP11-514D23.2	RP11-514D23.2
RP11-514D23.1	RP11-514D23.1
LINC00917	LINC00917
RP11-158I3.3	RP11-158I3.3
RP11-158I3.1	RP11-158I3.1
FENDRR	FENDRR
FOXF1	FOXF1
RP11-463O9.9	RP11-463O9.9
RP11-463O9.1	RP11-463O9.1
MTHFSD	MTHFSD
FLJ30679	FLJ30679
FOXC2-AS1	FOXC2-AS1
FOXC2	FOXC2
FOXL1	FOXL1
RP11-463O9.2	RP11-463O9.2
RP11-463O9.6	RP11-463O9.6
RP11-58A18.1	RP11-58A18.1
RP11-58A18.2	RP11-58A18.2
CTD-2015G9.1	CTD-2015G9.1
CTD-2015G9.2	CTD-2015G9.2
RP11-107C10.1	RP11-107C10.1
RP11-134D3.1	RP11-134D3.1
RP11-134D3.2	RP11-134D3.2
C16orf95	C16orf95
RP11-899L11.1	RP11-899L11.1
RP11-899L11.3	RP11-899L11.3
RP11-178L8.5	RP11-178L8.5
RP11-178L8.1	RP11-178L8.1
RP11-178L8.6	RP11-178L8.6
RP11-178L8.4	RP11-178L8.4
RP11-178L8.7	RP11-178L8.7
RP11-178L8.8	RP11-178L8.8
FBXO31	FBXO31
RP11-178L8.9	RP11-178L8.9
MAP1LC3B	MAP1LC3B
RP11-178L8.3	RP11-178L8.3
ZCCHC14	ZCCHC14
RP11-106D4.3	RP11-106D4.3
RP11-106D4.2	RP11-106D4.2
RP11-482M8.1	RP11-482M8.1
RP11-482M8.3	RP11-482M8.3
JPH3	JPH3
RP11-278A23.4	RP11-278A23.4
RP11-278A23.1	RP11-278A23.1
KLHDC4	KLHDC4
RP11-278A23.2	RP11-278A23.2
RP4-536B24.4	RP4-536B24.4
RP4-536B24.3	RP4-536B24.3
SLC7A5	SLC7A5
MIR6775	MIR6775
RP4-536B24.2	RP4-536B24.2
CA5A	CA5A
GS1-21A4.1	CA5A
GS1-21A4.2	GS1-21A4.2
CTD-3057O21.1	CTD-3057O21.1
BANP	BANP
RP11-863P13.5	RP11-863P13.5
RP11-863P13.6	RP11-863P13.6
RP11-863P13.4	RP11-863P13.4
RP11-863P13.1	RP11-863P13.1
RP11-863P13.3	RP11-863P13.3
RP11-863P13.2	RP11-863P13.2
LA16c-444G7.2	LINC02182
LA16c-444G7.1	LA16c-444G7.1
ZNF469	ZNF469
ZFPM1	ZFPM1
MIR5189	MIR5189
RP11-21B21.4	RP11-21B21.4
ZC3H18	ZC3H18
IL17C	IL17C
CYBA	CYBA
MVD	MVD
SNAI3-AS1	SNAI3-AS1
SNAI3	SNAI3
AC138028.1	AC138028.1
RNF166	RNF166
RP5-1142A6.5	RP5-1142A6.5
CTU2	CTU2
RP5-1142A6.10	RP5-1142A6.10
PIEZO1	PIEZO1
RP5-1142A6.9	RP5-1142A6.9
RP5-1142A6.2	RP5-1142A6.2
RP5-1142A6.7	RP5-1142A6.7
RP5-1142A6.8	RP5-1142A6.8
CDT1	CDT1
APRT	APRT
GALNS	GALNS
AC092384.1	AC092384.1
TRAPPC2L	TRAPPC2L
PABPN1L	PABPN1L
CBFA2T3	CBFA2T3
RP11-830F9.5	RP11-830F9.5
RP11-830F9.7	RP11-830F9.7
RP11-830F9.6	RP11-830F9.6
CTD-2555A7.1	CTD-2555A7.1
CTD-2555A7.2	CTD-2555A7.2
ACSF3	ACSF3
CTD-2555A7.3	CTD-2555A7.3
LINC00304	LINC00304
RP11-46C24.3	RP11-46C24.3
CDH15	CDH15
SLC22A31	SLC22A31
RP11-46C24.7	RP11-46C24.7
ZNF778	ZNF778
RP11-46C24.6	RP11-46C24.6
ANKRD11	ANKRD11
AC137932.4	AC137932.4
AC137932.5	AC137932.5
AC137932.6	AC137932.6
RP1-168P16.2	RP1-168P16.2
RP1-168P16.1	RP1-168P16.1
RNU6-430P	RNU6-430P
RP1-168P16.3	RP1-168P16.3
SPG7	SPG7
RP11-104N10.1	RP11-104N10.1
RP11-104N10.2	RP11-104N10.2
RPL13	RPL13
SNORD68	SNORD68
CPNE7	CPNE7
DPEP1	DPEP1
CHMP1A	CHMP1A
SPATA33	SPATA33
CDK10	CDK10
RP11-368I7.4	RP11-368I7.4
RP11-368I7.6	RP11-368I7.6
SPATA2L	SPATA2L
VPS9D1	VPS9D1
VPS9D1-AS1	VPS9D1-AS1
ZNF276	ZNF276
FANCA	FANCA
SPIRE2	SPIRE2
TCF25	TCF25
RP11-566K11.7	RP11-566K11.7
MC1R	MC1R
RP11-566K11.2	RP11-566K11.2
RP11-566K11.4	RP11-566K11.4
TUBB3	TUBB3
DEF8	DEF8
CENPBD1	CENPBD1
RP11-566K11.5	RP11-566K11.5
AFG3L1P	AFG3L1P
DBNDD1	DBNDD1
GAS8	GAS8
GAS8-AS1	GAS8-AS1
URAHP	URAHP
PRDM7	PRDM7
TUBB8P7	TUBB8P7
FAM157C	FAM157C
RP11-356C4.3	RP11-356C4.3
RP11-356C4.5	RP11-356C4.5
RNU6-355P	RNU6-355P
RP11-356C4.6	RP11-356C4.6
AC137934.1	AC137934.1
RP11-1228E12.1	RP11-1228E12.1
RP11-1228E12.2	RP11-1228E12.2
SCGB1C2	SCGB1C2
DOC2B	DOC2B
AC108004.2	AC108004.2
RPH3AL	RPH3AL
RP11-1260E13.1	RP11-1260E13.1
RP11-1260E13.4	RP11-1260E13.4
RP11-1260E13.2	RP11-1260E13.2
RP11-1260E13.3	RP11-1260E13.3
AC108004.3	AC108004.3
C17orf97	C17orf97
FAM101B	RFLNB
RP5-1029F21.3	RP5-1029F21.3
VPS53	VPS53
RP5-1029F21.4	RP5-1029F21.4
RP5-1029F21.2	RP5-1029F21.2
RP11-411G7.2	RP11-411G7.2
RPS4XP17	RPS4XP17
FAM57A	FAM57A
GEMIN4	GEMIN4
DBIL5P	DBIL5P
GLOD4	GLOD4
RP11-676J12.4	RP11-676J12.4
AC087392.1	AC087392.1
MRM3	MRM3
RP11-676J12.8	RP11-676J12.8
RP11-676J12.9	RP11-676J12.9
NXN	NXN
RP11-676J12.6	RP11-676J12.6
RP11-676J12.7	RP11-676J12.7
RP11-356I18.1	RP11-356I18.1
TIMM22	TIMM22
ABR	ABR
MIR3183	MIR3183
RP11-216P6.2	RP11-216P6.2
AC016292.1	AC016292.1
AC144836.1	AC144836.1
BHLHA9	BHLHA9
TUSC5	TRARG1
YWHAE	YWHAE
RP11-818O24.2	RP11-818O24.2
CRK	CRK
RP11-818O24.3	RP11-818O24.3
MYO1C	MYO1C
INPP5K	INPP5K
PITPNA-AS1	PITPNA-AS1
PITPNA	PITPNA
SLC43A2	SLC43A2
RN7SL105P	RN7SL105P
SCARF1	SCARF1
RILP	RILP
PRPF8	PRPF8
RP11-961A15.3	RP11-961A15.3
TLCD2	TLCD2
MIR22HG	MIR22HG
WDR81	WDR81
RP11-961A15.1	RP11-961A15.1
SERPINF2	SERPINF2
SERPINF1	SERPINF1
SMYD4	SMYD4
RPA1	RPA1
AC016292.3	AC016292.3
RTN4RL1	RTN4RL1
CTD-2545H1.2	CTD-2545H1.2
AC099684.1	AC099684.1
CTD-2545H1.1	CTD-2545H1.1
DPH1	DPH1
OVCA2	OVCA2
RP11-667K14.4	RP11-667K14.4
RP11-667K14.3	RP11-667K14.3
MIR132	MIR132
MIR212	MIR212
HIC1	HIC1
SMG6	SMG6
RP11-667K14.14	RP11-667K14.14
RP11-667K14.5	RP11-667K14.5
RP11-667K14.13	RP11-667K14.13
RP11-667K14.10	RP11-667K14.10
RP11-667K14.9	RP11-667K14.9
RP11-667K14.8	RP11-667K14.8
RN7SL624P	RN7SL624P
AC090617.1	AC090617.1
AC130689.5	AC130689.5
AL450226.2	AL450226.2
SMG6-IT1	SMG6-IT1
RP5-1037N22.2	RP5-1037N22.2
SRR	SRR
HNRNPA1P16	HNRNPA1P16
TSR1	TSR1
SNORD91B	SNORD91B
SNORD91A	SNORD91A
SGSM2	SGSM2
RP1-59D14.10	RP1-59D14.10
RP1-59D14.5	RP1-59D14.5
MNT	MNT
RP1-59D14.1	RP1-59D14.1
METTL16	METTL16
RP1-59D14.9	RP1-59D14.9
RP1-59D14.8	RP1-59D14.8
RN7SL33P	RN7SL33P
EIF4A1P9	EIF4A1P9
PAFAH1B1	PAFAH1B1
SAMD11P1	SAMD11P1
RP11-135N5.3	RP11-135N5.3
RN7SL608P	RN7SL608P
RP11-74E22.5	RP11-74E22.5
RP11-74E22.6	RP11-74E22.6
CLUH	CLUH
MIR6776	MIR6776
RP11-74E22.3	RP11-74E22.3
RP11-74E22.8	RP11-74E22.8
CCDC92B	CCDC92B
MIR1253	MIR1253
hsa-mir-1253	MIR1253
RAP1GAP2	RAP1GAP2
CTD-3060P21.1	CTD-3060P21.1
OR1D5	OR1D5
OR1D2	OR1D2
OR1E3	OR1E3
OR1G1	OR1G1
CTD-2309O5.3	CTD-2309O5.3
OR1P1	OR1P1
OR1A2	OR1A2
OR1A1	OR1A1
OR1D4	OR1D4
OR1D3P	OR1D3P
OR3A2	OR3A2
RP11-64J4.2	RP11-64J4.2
OR3A1	OR3A1
RP11-64J4.7	RP11-64J4.7
OR3A4P	OR3A4P
OR3A5P	OR3A5P
OR1AC1P	OR1AC1P
OR1R1P	OR1R1P
OR1E1	OR1E1
OR3A3	OR3A3
OR1E2	OR1E2
RP11-147K16.3	RP11-147K16.3
SPATA22	SPATA22
ASPA	ASPA
TRPV3	TRPV3
TRPV1	TRPV1
RP11-235E17.3	RP11-235E17.3
RP11-235E17.2	RP11-235E17.2
RP11-235E17.4	RP11-235E17.4
SHPK	SHPK
RP11-235E17.5	RP11-235E17.5
CTNS	CTNS
RP11-235E17.6	RP11-235E17.6
TAX1BP3	TAX1BP3
P2RX5-TAX1BP3	P2RX5-TAX1BP3
RP11-48B14.1	RP11-48B14.1
EMC6	EMC6
P2RX5	P2RX5
ITGAE	ITGAE
CTD-3195I5.3	CTD-3195I5.3
GSG2	HASPIN
CTD-3195I5.4	CTD-3195I5.4
NCBP3	NCBP3
CAMKK1	CAMKK1
P2RX1	P2RX1
ATP2A3	ATP2A3
RP11-459C13.1	RP11-459C13.1
ZZEF1	ZZEF1
RNA5SP434	RNA5SP434
CYB5D2	CYB5D2
ANKFY1	ANKFY1
RP11-810M2.2	RP11-810M2.2
RYKP1	RYKP1
RP11-104O19.4	RP11-104O19.4
UBE2G1	UBE2G1
MFSD1P1	MFSD1P1
RN7SL774P	RN7SL774P
SPNS3	SPNS3
RP13-580F15.2	RP13-580F15.2
AC118754.4	AC118754.4
SPNS2	SPNS2
MYBBP1A	MYBBP1A
GGT6	GGT6
RP11-141J13.3	RP11-141J13.3
TXNP4	TXNP4
SMTNL2	SMTNL2
RP11-141J13.5	RP11-141J13.5
RNU6-955P	RNU6-955P
ALOX15	ALOX15
PELP1	PELP1
AC091153.4	AC091153.4
RP11-314A20.2	RP11-314A20.2
RP11-314A20.1	RP11-314A20.1
ARRB2	ARRB2
MED11	MED11
RP11-314A20.5	RP11-314A20.5
CXCL16	CXCL16
ZMYND15	ZMYND15
TM4SF5	TM4SF5
VMO1	VMO1
RP11-81A22.4	RP11-81A22.4
GLTPD2	GLTPD2
PSMB6	PSMB6
RP11-81A22.5	RP11-81A22.5
PLD2	PLD2
MINK1	MINK1
ATP6V0CP1	ATP6V0CP1
RN7SL784P	RN7SL784P
CHRNE	CHRNE
C17orf107	C17orf107
GP1BA	GP1BA
SLC25A11	SLC25A11
RNF167	RNF167
PFN1	PFN1
ENO3	ENO3
SPAG7	SPAG7
CAMTA2	CAMTA2
RP5-1050D4.3	RP5-1050D4.3
MIR6864	MIR6864
MIR6865	MIR6865
RP5-1050D4.2	RP5-1050D4.2
RP5-1050D4.4	RP5-1050D4.4
RP5-1050D4.5	RP5-1050D4.5
INCA1	INCA1
KIF1C	KIF1C
AC109333.10	AC109333.10
SLC52A1	SLC52A1
RP11-46I8.1	RP11-46I8.1
RP11-46I8.3	RP11-46I8.3
ZFP3	ZFP3
ZNF232	ZNF232
AC012146.7	AC012146.7
USP6	USP6
RP11-46I8.4	RP11-46I8.4
ZNF594	ZNF594
RP11-333E1.1	RP11-333E1.1
SCIMP	SCIMP
RP11-333E1.2	RP11-333E1.2
RABEP1	RABEP1
NUP88	NUP88
RP11-420A6.2	RP11-420A6.2
RPAIN	RPAIN
CTC-524C5.2	CTC-524C5.2
C1QBP	C1QBP
DHX33	DHX33
CTC-524C5.5	CTC-524C5.5
DERL2	DERL2
MIS12	MIS12
NLRP1	NLRP1
RP11-807C20.2	RP11-807C20.2
CTB-162E12.1	CTB-162E12.1
WSCD1	WSCD1
RP11-960B9.2	RP11-960B9.2
RNU6-1264P	RNU6-1264P
BTF3P14	BTF3P14
AIPL1	AIPL1
RP11-636N17.1	RP11-636N17.1
FAM64A	PIMREG
PITPNM3	PITPNM3
KIAA0753	KIAA0753
RNA5SP435	RNA5SP435
CTC-281F24.5	CTC-281F24.5
TXNDC17	TXNDC17
MED31	MED31
C17orf100	C17orf100
CTC-281F24.1	CTC-281F24.1
MIR4520-1	MIR4520-1
MIR4520-2	MIR4520-2
CTC-281F24.3	CTC-281F24.3
SLC13A5	SLC13A5
CTC-281F24.2	CTC-281F24.2
RPL23AP73	RPL23AP73
XAF1	XAF1
RP11-609D21.3	RP11-609D21.3
FBXO39	FBXO39
TEKT1	TEKT1
ALOX12P2	ALOX12P2
ALOX12-AS1	ALOX12-AS1
RP11-530N7.2	RP11-530N7.2
RP11-530N7.3	RP11-530N7.3
RP11-589P10.7	RP11-589P10.7
RP11-589P10.5	RP11-589P10.5
ALOX12	ALOX12
RNASEK	RNASEK
RNASEK-C17orf49	RNASEK-C17orf49
C17orf49	C17orf49
MIR497HG	MIR497HG
BCL6B	BCL6B
SLC16A13	SLC16A13
SLC16A11	SLC16A11
CTD-2545G14.2	CTD-2545G14.2
CLEC10A	CLEC10A
ASGR2	ASGR2
RPL7AP64	RPL7AP64
ASGR1	ASGR1
DLG4	DLG4
CTD-2545G14.4	CTD-2545G14.4
ACADVL	ACADVL
MIR324	MIR324
DVL2	DVL2
PHF23	PHF23
GABARAP	GABARAP
CTD-2545G14.7	CTD-2545G14.7
CTD-2545G14.6	CTD-2545G14.6
CTDNEP1	CTDNEP1
RP1-4G17.5	RP1-4G17.5
ELP5	ELP5
CLDN7	CLDN7
SLC2A4	SLC2A4
RP1-4G17.2	RP1-4G17.2
YBX2	YBX2
EIF5A	EIF5A
GPS2	GPS2
RP11-542C16.2	RP11-542C16.2
NEURL4	NEURL4
AC026954.6	AC026954.6
ACAP1	ACAP1
KCTD11	KCTD11
RP11-542C16.1	RP11-542C16.1
TMEM95	TMEM95
TNK1	TNK1
TMEM256-PLSCR3	TMEM256-PLSCR3
TMEM256	TMEM256
NLGN2	NLGN2
RP11-104H15.7	RP11-104H15.7
SPEM1	SPEM1
C17orf74	SPEM2
RP11-104H15.12	RP11-104H15.12
TMEM102	TMEM102
RP11-104H15.9	RP11-104H15.9
FGF11	FGF11
RP11-104H15.8	RP11-104H15.8
RP11-104H15.10	RP11-104H15.10
CHRNB1	CHRNB1
ZBTB4	ZBTB4
SLC35G6	SLC35G6
POLR2A	POLR2A
TNFSF12	TNFSF12
TNFSF12-TNFSF13	TNFSF12-TNFSF13
RP11-186B7.7	RP11-186B7.7
TNFSF13	TNFSF13
SENP3	SENP3
SENP3-EIF4A1	SENP3-EIF4A1
EIF4A1	EIF4A1
RP11-186B7.4	RP11-186B7.4
SNORD10	SNORD10
CD68	CD68
AC113189.5	AC113189.5
MPDU1	MPDU1
SOX15	SOX15
FXR2	FXR2
SHBG	SHBG
SAT2	SAT2
ATP1B2	ATP1B2
TP53	TP53
RP11-199F11.2	RP11-199F11.2
WRAP53	WRAP53
EFNB3	EFNB3
DNAH2	DNAH2
RPL29P2	RPL29P2
KDM6B	KDM6B
TMEM88	TMEM88
NAA38	NAA38
CYB5D1	CYB5D1
RP11-1099M24.6	RP11-1099M24.6
CHD3	CHD3
AC025335.1	AC025335.1
AC104581.1	AC104581.1
KCNAB3	KCNAB3
RP11-1099M24.7	RP11-1099M24.7
TRAPPC1	TRAPPC1
CNTROB	CNTROB
RP11-1099M24.8	RP11-1099M24.8
GUCY2D	GUCY2D
RP11-1099M24.9	RP11-1099M24.9
ALOX15B	ALOX15B
RP11-599B13.3	RP11-599B13.3
RP11-599B13.9	RP11-599B13.9
ALOX12B	ALOX12B
AC129492.6	AC129492.6
MIR4314	MIR4314
ALOXE3	ALOXE3
HES7	HES7
PER1	PER1
RP11-599B13.6	RP11-599B13.6
VAMP2	VAMP2
TMEM107	TMEM107
SNORD118	SNORD118
RP11-599B13.7	RP11-599B13.7
MIR4521	MIR4521
BORCS6	BORCS6
AC129492.1	AC129492.1
RP11-599B13.8	RP11-599B13.8
AURKB	AURKB
LINC00324	LINC00324
CTC1	CTC1
PFAS	PFAS
RP11-849F2.9	RP11-849F2.9
SLC25A35	SLC25A35
RANGRF	RANGRF
RP11-849F2.10	RP11-849F2.10
ARHGEF15	ARHGEF15
AC135178.7	AC135178.7
SNORA69	SNORA69
RP11-849F2.4	RP11-849F2.4
ODF4	ODF4
RP11-849F2.5	RP11-849F2.5
KRBA2	KRBA2
RP11-849F2.7	RP11-849F2.7
RPL26	RPL26
RNF222	RNF222
NDEL1	NDEL1
MYH10	MYH10
RNU7-43P	RNU7-43P
RP11-713H12.2	RP11-713H12.2
RP11-713H12.1	RP11-713H12.1
CCDC42	CCDC42
SPDYE4	SPDYE4
MFSD6L	MFSD6L
PIK3R6	PIK3R6
PIK3R5	PIK3R5
CTB-41I6.1	CTB-41I6.1
CTB-41I6.2	CTB-41I6.1
NTN1	NTN1
RP11-85B7.2	RP11-85B7.2
RP11-85B7.5	RP11-85B7.5
STX8	STX8
RP11-85B7.4	RP11-85B7.4
AC087501.1	AC087501.1
RP11-565F19.4	RP11-565F19.4
RP11-565F19.3	RP11-565F19.3
RP11-565F19.2	RP11-565F19.2
CFAP52	CFAP52
RPL19P18	RPL19P18
RP11-55L4.2	RP11-55L4.2
USP43	USP43
RP11-55L4.1	RP11-55L4.1
RP11-477N12.6	RP11-477N12.6
DHRS7C	DHRS7C
RP11-477N12.4	RP11-477N12.4
GSG1L2	GSG1L2
RP11-477N12.5	RP11-477N12.5
GLP2R	GLP2R
NPM1P45	NPM1P45
RCVRN	RCVRN
GAS7	GAS7
RPS27AP1	RPS27AP1
RP11-401O9.4	RP11-401O9.4
MYH13	MYH13
RP11-401O9.3	RP11-401O9.3
RP11-799N11.1	RP11-799N11.1
MYHAS	MYHAS
MYH8	MYH8
MYH4	MYH4
MYH1	MYH1
MYH2	MYH2
CTC-297N7.7	CTC-297N7.7
MYH3	MYH3
CTC-297N7.1	CTC-297N7.1
SCO1	SCO1
CTC-297N7.10	CTC-297N7.10
ADPRM	ADPRM
TMEM220	TMEM220
MAGOH2P	MAGOH2P
TMEM220-AS1	TMEM220-AS1
CTC-297N7.9	CTC-297N7.9
RP11-963H4.2	RP11-963H4.2
RP11-963H4.5	RP11-963H4.5
LINC00675	TMEM238L
RP11-963H4.6	RP11-963H4.6
PIRT	PIRT
RP11-963H4.3	RP11-963H4.3
RNU6-1065P	RNU6-1065P
RPL15P21	RPL15P21
RN7SL601P	RN7SL601P
SHISA6	SHISA6
RP11-680C21.1	RP11-680C21.1
DNAH9	DNAH9
RP11-628O18.1	RP11-628O18.1
RP11-1096G20.5	RP11-1096G20.5
ZNF18	ZNF18
RPL21P122	RPL21P122
MAP2K4	MAP2K4
RNU11-2P	RNU11-2P
MIR744	MIR744
RP11-471L13.3	RP11-471L13.3
RP11-471L13.2	RP11-471L13.2
LINC00670	LINC00670
MYOCD	MYOCD
AC005358.3	AC005358.3
RP11-1090M7.1	RP11-1090M7.1
ARHGAP44	ARHGAP44
MIR1269B	MIR1269B
RP11-1090M7.3	RP11-1090M7.3
RP11-597M12.2	RP11-597M12.2
RP11-597M12.1	RP11-597M12.1
ELAC2	ELAC2
RP11-488L1.1	RP11-488L1.1
AC003664.1	AC003664.1
HS3ST3A1	HS3ST3A1
MIR548H3	MIR548H3
COX10-AS1	COX10-AS1
RP11-131K5.2	RP11-131K5.2
AC005304.1	AC005304.1
RP11-131K5.1	RP11-131K5.1
CDRT15P1	CDRT15P1
COX10	COX10
AC005224.2	AC005224.2
CDRT15	CDRT15
RP11-214O1.1	RP11-214O1.1
HS3ST3B1	HS3ST3B1
RP11-214O1.2	RP11-214O1.2
RP11-214O1.3	RP11-214O1.3
AC022816.2	AC022816.2
RPS18P12	RPS18P12
AC013248.2	AC013248.2
AC005863.1	AC005863.1
AC005863.2	AC005863.2
RPL23AP76	RPL23AP76
AC005772.2	AC005772.2
CDRT7	CDRT7
CDRT8	CDRT8
PMP22	PMP22
MIR4731	MIR4731
RP11-849N15.3	RP11-849N15.3
RP11-849N15.1	RP11-849N15.1
AC005703.3	AC005703.3
AC005703.2	AC005703.2
TEKT3	TEKT3
RNU6-799P	RNU6-799P
RP11-849N15.5	RP11-849N15.5
RP11-849N15.4	RP11-849N15.4
RN7SL792P	RN7SL792P
CDRT4	CDRT4
TVP23C-CDRT4	TVP23C-CDRT4
RPL9P2	RPL9P2
TVP23C	TVP23C
AC005517.3	AC005517.3
RP11-385D13.3	RP11-385D13.3
CDRT1	CDRT1
RP11-385D13.1	RP11-385D13.1
AC005838.2	AC005838.2
TRIM16	TRIM16
RP11-640I15.1	RP11-640I15.1
ZNF29P	ZNF29P
ZNF286A	ZNF286A
TBC1D26	TBC1D26
UBE2SP1	UBE2SP1
AC005324.6	AC005324.6
RP11-640I15.2	RP11-640I15.2
AC005324.7	AC005324.7
CDRT15P2	CDRT15P2
ZSWIM5P1	ZSWIM5P1
RNA5SP436	RNA5SP436
IL6STP1	IL6STP1
MEIS3P1	MEIS3P1
CTD-3157E16.1	CTD-3157E16.1
CTD-3157E16.2	CTD-3157E16.2
AC015922.7	AC015922.7
AC015922.6	AC015922.6
AC015922.5	AC015922.5
ADORA2B	ADORA2B
ZSWIM7	ZSWIM7
TTC19	TTC19
CTC-529I10.1	CTC-529I10.1
NCOR1	NCOR1
CTC-529I10.2	CTC-529I10.2
RPLP1P11	RPLP1P11
AC002553.4	AC002553.4
RNU6-314P	RNU6-314P
RNU6-862P	RNU6-862P
RN7SL442P	RN7SL442P
PIGL	PIGL
MIR1288	MIR1288
CENPV	CENPV
UBB	UBB
RP11-138I1.4	RP11-138I1.4
FTLP12	FTLP12
RP11-138I1.2	RP11-138I1.2
TRPV2	TRPV2
AC093484.4	AC093484.4
LRRC75A-AS1	LRRC75A-AS1
SNORD49B	SNORD49B
SNORD49A	SNORD49A
RP11-138I1.3	RP11-138I1.3
LRRC75A	LRRC75A
ZNF287	ZNF287
RP1-77H15.1	RP1-77H15.1
AC005822.1	AC005822.1
ZNF624	ZNF624
RP11-92B11.4	RP11-92B11.4
NEK4P2	NEK4P2
RNASEH1P2	RNASEH1P2
CCDC144A	CCDC144A
RP11-219A15.1	RP11-219A15.1
RNU6-405P	RNU6-405P
RN7SL620P	RN7SL620P
UPF3AP1	UPF3AP1
USP32P1	USP32P1
SRP68P1	SRP68P1
RP11-219A15.4	RP11-219A15.4
RP11-92B11.3	RP11-92B11.3
FAM106CP	FAM106CP
RP11-219A15.2	RP11-219A15.2
NOS2P4	NOS2P4
KRT16P6	KRT16P6
KRT16P2	KRT16P2
KRT17P1	KRT17P1
KRT17P4	KRT17P4
COTL1P1	COTL1P1
RP11-219A15.5	RP11-219A15.5
RP1-48J14.1	RP1-48J14.1
TBC1D27	TBC1D27P
TNFRSF13B	TNFRSF13B
AC104024.1	AC104024.1
AC104024.2	AC104024.2
RP11-416I2.1	RP11-416I2.1
MPRIP	MPRIP
MPRIP-AS1	MPRIP-AS1
RP11-45M22.3	RP11-45M22.3
RNU6-767P	RNU6-767P
RN7SL775P	RN7SL775P
RP11-45M22.2	RP11-45M22.2
PLD6	PLD6
RP11-45M22.4	RP11-45M22.4
FLCN	FLCN
RP11-45M22.5	RP11-45M22.5
ACTG1P24	ACTG1P24
COPS3	COPS3
NT5M	NT5M
RPL13P12	RPL13P12
AC073621.2	AC073621.2
TSEN15P1	TSEN15P1
MED9	MED9
RASD1	RASD1
PEMT	PEMT
RP11-524F11.1	RP11-524F11.1
RNU6-468P	RNU6-468P
RP11-524F11.2	RP11-524F11.2
RP11-524F11.3	RP11-524F11.3
SMCR2	SMCR2
SMCR2_1	SMCR2_1
SMCR2_2	SMCR2_2
RAI1	RAI1
RAI1-AS1	RAI1-AS1
SMCR5	SMCR5
RP1-253P7.1	RP1-253P7.1
SREBF1	SREBF1
MIR6777	MIR6777
MIR33B	MIR33B
TOM1L2	TOM1L2
RP1-253P7.4	RP1-253P7.4
DRC3	DRC3
ATPAF2	ATPAF2
AC087163.3	AC087163.3
AC087163.2	AC087163.2
RP11-384M20.1	RP11-384M20.1
GID4	GID4
DRG2	DRG2
RP11-258F1.2	RP11-258F1.2
MYO15A	MYO15A
RP11-258F1.1	RP11-258F1.1
ALKBH5	ALKBH5
LLGL1	LLGL1
FLII	FLII
MIEF2	MIEF2
RP1-178F10.1	RP1-178F10.1
TOP3A	TOP3A
RPL7AP65	RPL7AP65
RPL21P121	RPL21P121
SMCR8	SMCR8
SHMT1	SHMT1
EVPLL	EVPLL
RP1-37N7.1	RP1-37N7.1
RP1-37N7.5	RP1-37N7.5
RP1-37N7.7	RP1-37N7.7
TBC1D3P4	TBC1D3P4
FLJ35934	FLJ35934
KRT17P5	KRT17P5
YWHAEP2	YWHAEP2
AL353997.3	AL353997.3
KRT17P2	KRT17P2
KRT16P1	KRT16P1
KRT16P4	KRT16P4
AL353997.11	AL353997.11
RP1-37N7.6	RP1-37N7.6
TNPO1P2	TNPO1P2
LGALS9C	LGALS9C
NOS2P2	NOS2P2
CTD-2303H24.2	CTD-2303H24.2
USP32P2	USP32P2
FAM106A	FAM106A
SRP68P2	SRP68P2
CCDC144B	CCDC144B
AC107983.4	AC107983.4
TBC1D28	TBC1D28
RP11-815I9.3	RP11-815I9.3
AC026271.5	AC026271.5
ZNF286B	ZNF286B
RP11-815I9.4	RP11-815I9.4
FOXO3B	FOXO3B
UBE2SP2	UBE2SP2
TRIM16L	TRIM16L
RP11-815I9.5	RP11-815I9.5
FBXW10	FBXW10
TVP23B	TVP23B
CTD-2145A24.5	CTD-2145A24.5
AC107982.4	AC107982.4
PRPSAP2	PRPSAP2
RN7SL627P	RN7SL627P
CTD-2145A24.4	CTD-2145A24.4
AC090286.2	AC090286.2
SLC5A10	SLC5A10
AC090286.4	AC090286.4
FAM83G	FAM83G
RP11-28B23.1	RP11-28B23.1
GRAP	GRAP
CTC-457L16.1	CTC-457L16.1
SNORD3B-1	SNORD3B-1
SNORD3B-2	SNORD3B-2
RP11-160E2.17	RP11-160E2.17
KYNUP2	KYNUP2
RP11-160E2.19	RP11-160E2.19
AC007952.5	AC007952.5
RP11-160E2.6	RP11-160E2.6
SNORD3D	SNORD3D
GRAPL	GRAPL
